,key,value
5252,RAP,2
5253,错觉,4
5254,餐巾,1
5255,好棒,3
5256,Demons,1
5257,Monsters爱玛画美太美,1
5258,醒醒,1
5259,眼里,13
5260,饱受,1
5261,折磨,2
5262,没事,8
5263,为你,25
5264,千千万万路,1
5265,整理箱,1
5266,辞职,4
5267,过会,1
5268,过几天,1
5269,钢铁,1
5270,森林,4
5271,老街,4
5272,挽留,3
5273,回头,26
5274,5月11日,1
5275,福建,2
5276,出差,1
5277,抓捕,1
5278,得知,3
5279,连夜,1
5280,赶到,3
5281,宁波,2
5282,空荡荡,2
5283,一圈,6
5284,潸然泪下,3
5285,太忙,1
5286,高女,1
5287,笑忘书前奏,2
5288,清爽,1
5289,明媚,5
5290,找回,3
5291,清朗,2
5292,低沉,4
5293,一下子,13
5294,沉,4
5295,一句一句,1
5296,倾诉,3
5297,呼喊,1
5298,安全感,5
5299,又一次,4
5300,音符,2
5301,怎能,4
5302,心头肉,1
5303,笑忘书,3
5304,阐述,1
5305,时过境迁,2
5306,云淡风轻,3
5307,比起,2
5308,心底,3
5309,更高冷,1
5310,屌,6
5311,无奈,12
5312,凡人,1
5313,辛酸,4
5314,面,21
5315,李清照,1
5316,凑,7
5317,韵脚,2
5318,古巨基,2
5319,怪物,4
5320,八怪,1
5321,模特,3
5322,床边,1
5323,蜷曲,1
5324,白开水,1
5325,碰巧,3
5326,瓶雪碧,1
5327,拼,4
5328,瓶,1
5329,没了气,1
5330,甜水,1
5331,导师,5
5332,出卖,2
5333,学员会,1
5334,学员,2
5335,我的爱,2
5336,背着,5
5337,掉下来,3
5338,工体,5
5339,后巷,1
5340,有个人,3
5341,在那里,2
5342,仔细,10
5343,围,1
5344,签名,5
5345,向往,7
5346,气质,4
5347,作曲家,1
5348,二三十,1
5349,喜剧之王,1
5350,坦白,4
5351,将就,7
5352,爱玩,1
5353,自拍,5
5354,都一样,7
5355,白头到老,1
5356,是不搭,1
5357,宛若,1
5358,新生,4
5359,行走,4
5360,心机,3
5361,会出现,3
5362,影子,6
5363,歌手赛,1
5364,亚军,1
5365,夜夜夜夜,1
5366,矫情,25
5367,失眠,6
5368,催眠曲,1
5369,催,3
5370,入睡拜,1
5371,红红,1
5372,10年后,4
5373,孙满堂,2
5374,苦,11
5375,市场,4
5376,说唱歌,1
5377,假,18
5378,鬼啊321,1
5379,多不正经,1
5380,在床上,7
5381,塞上,2
5382,冒雨,1
5383,剪,11
5384,可好,2
5385,不懂爱,1
5386,旳,2
5387,懂爱的人然后经历一场撕心裂肺旳爱情不懂爱的人慢慢懂了懂爱,1
5388,友谊,5
5389,打死,4
5390,装傻,2
5391,调调,8
5392,人像,3
5393,切肤之痛,1
5394,关,13
5395,门外,2
5396,泪人,1
5397,无数个,3
5398,再一次,4
5399,踏进,2
5400,门里,1
5401,别担心,4
5402,不哭,2
5403,能看懂,1
5404,这些话,3
5405,远,9
5406,笔下,3
5407,太诚恳,1
5408,打扰,12
5409,没办法,9
5410,规划,2
5411,浪迹,1
5412,赵雷,23
5413,不等你,1
5414,哈德森,1
5415,不中,1
5416,辽宁,3
5417,失,4
5418,总冠军,1
5419,老女人,2
5420,客气,1
5421,solo,2
5422,rap,5
5423,别扭,1
5424,梦中无瑕,1
5425,读诗,1
5426,转入,1
5427,清脆,3
5428,起伏感,1
5429,机票,1
5430,积蓄,3
5431,呼吸,5
5432,第一面,2
5433,问候,1
5434,练习,2
5435,很多次,3
5436,想着,15
5437,自已,3
5438,脸庞,3
5439,学会,20
5440,新婚,2
5441,8年,5
5442,安徽,2
5443,重庆,7
5444,漂洋过海,1
5445,千里,1
5446,拖着,4
5447,行李,7
5448,箱子,4
5449,屋檐,2
5450,k667次,1
5451,雨伞,1
5452,弹吉他以为,1
5453,比赛,6
5454,泡面,2
5455,洗尼玛,1
5456,累死,1
5457,尧十三,2
5458,艺术家,3
5459,名叫,3
5460,K667次,1
5461,妹妹弹,1
5462,洗,11
5463,k667,1
5464,福州,2
5465,沈阳北,2
5466,侄子,1
5467,周记,1
5468,字数,3
5469,你好K667次列车,1
5470,到站,3
5471,07522221,1
5472,票价,4
5473,软卧7755硬卧4915硬座2905无座2905,1
5474,杨宗纬,10
5475,吴青峰,2
5476,李宇春,16
5477,jam,3
5478,宋冬野,5
5479,陈鸿宇,4
5480,谢春花,6
5481,阿肆,4
5482,徐海俏,3
5483,生来,5
5484,江南心,1
5485,说起,3
5486,梅雨,2
5487,时节,2
5488,趟,2
5489,江南,19
5490,西塘,1
5491,淅淅沥沥,1
5492,青石,1
5493,红瓦,1
5494,前面,12
5495,素白,1
5496,裙子,4
5497,一柄,1
5498,油纸伞,2
5499,定格,1
5500,孤身,1
5501,烟雨,2
5502,青苔,1
5503,相似,5
5504,一抹,4
5505,愚笨,1
5506,荒地,1
5507,植,2
5508,一时,1
5509,春生,1
5510,粒哥,1
5511,随机,3
5512,歌单,5
5513,先是,1
5514,走马,2
5515,我愿,1
5516,抬头,10
5517,对岸,4
5518,慢下,1
5519,薛老师,1
5520,艘,1
5521,岸,2
5522,河,3
5523,过不,3
5524,观花,1
5525,一瞬,2
5526,煎蛋,2
5527,小情歌,2
5528,跌,1
5529,五月天会,1
5530,苏打绿,2
5531,不痛可爱,1
5532,青峰,3
5533,奶个屁,1
5534,大雨,7
5535,撑伞,4
5536,挡住,5
5537,外来,3
5538,抱紧,3
5539,逗,9
5540,彻夜,4
5541,坐车,9
5542,来看望,2
5543,四处,6
5544,游荡,3
5545,这些人,4
5546,组成,5
5547,一点一滴,3
5548,远离,8
5549,阴霾,3
5550,辨识度,3
5551,主唱,7
5552,谦,1
5553,段子,7
5554,大把,2
5555,造作,2
5556,亮点,5
5557,黄龄,3
5558,搭配,3
5559,富有,1
5560,磁性,4
5561,低音,8
5562,怀孕,10
5563,娓娓,5
5564,听会,2
5565,恍惚,1
5566,收尾,1
5567,睡醒,1
5568,干净利落,1
5569,遐想,1
5570,平缓,1
5571,安安静静,3
5572,眼眶,4
5573,杂念,2
5574,娱乐圈,8
5575,有去无回,1
5576,旅行,8
5577,通向,3
5578,金字塔,1
5579,顶端,1
5580,一起走下去,1
5581,刚刚好,3
5582,很心,1
5583,初学者,2
5584,呼吁,1
5585,幕后,3
5586,敬意,1
5587,老薛,1
5588,笔芯,3
5589,云村,3
5590,长发,8
5591,话剧,3
5592,造,1
5593,酒,19
5594,剪掉,3
5595,崔健,6
5596,中年,5
5597,公务员,1
5598,在家吃,1
5599,花生,2
5600,稀饭,2
5601,山川湖海,1
5602,囿于,1
5603,昼夜,2
5604,离婚,15
5605,2010年,4
5606,豆瓣,5
5607,地址,4
5608,石家庄,3
5609,店,13
5610,买到,5
5611,原版,15
5612,cd,3
5613,店主,3
5614,万青,7
5615,万青火,2
5616,摇滚,20
5617,穿越,11
5618,大半个,2
5619,甩头,2
5620,pogo,2
5621,跳水,3
5622,挤,7
5623,合影,5
5624,一排,9
5625,这种事,3
5626,萨菲娜,3
5627,高虎,3
5628,交,11
5629,困苦,2
5630,潦倒,2
5631,仰,5
5632,迷笛音乐节,1
5633,突下,1
5634,暴雨,2
5635,导致,5
5636,机器,3
5637,插,6
5638,电,3
5639,跳闸,1
5640,痛仰,9
5641,二分十秒,1
5642,仰意,1
5643,阻止,2
5644,仰起,1
5645,头颅,1
5646,大理,6
5647,街头,7
5648,唱首歌,2
5649,究竟,6
5650,头像,5
5651,世俗,2
5652,一间,2
5653,咖啡店,1
5654,冰淇淋,5
5655,三首,3
5656,会心,2
5657,一笑或者说,1
5658,逃犯,1
5659,摇滚乐手,1
5660,丑陋,4
5661,流浪汉,1
5662,作家,1
5663,免单,1
5664,我希望,5
5665,十八,4
5666,果汁儿,1
5667,存,12
5668,遍地,2
5669,薄情郎,1
5670,鸣人,3
5671,十五年,3
5672,樱,1
5673,雏田,1
5674,够了,12
5675,落泪,6
5676,十一年,1
5677,兜兜,2
5678,转转,2
5679,只愿,5
5680,这一生,2
5681,平安,8
5682,喜乐,3
5683,说恨,1
5684,有如,1
5685,数家珍,1
5686,CD,13
5687,国内外,1
5688,书架,1
5689,周游,1
5690,良言,1
5691,知音,1
5692,听友,2
5693,锻炼,1
5694,清华,1
5695,才子理,1
5696,工男,1
5697,诗歌,4
5698,情愫,6
5699,文艺者,1
5700,品位,1
5701,睿智,1
5702,幽默,4
5703,善声,1
5704,悦,1
5705,慢热,2
5706,娴静,1
5707,儒雅,2
5708,何止,1
5709,羡慕,5
5710,人格,1
5711,间奏,3
5712,出自,2
5713,倒流,3
5714,七十年,1
5715,time,1
5716,in,1
5717,some,1
5718,where,1
5719,陀螺,1
5720,海上,2
5721,钢琴师,1
5722,playinglove,1
5723,一方,10
5724,叶塞尼亚,1
5725,这版,3
5726,身处,2
5727,异乡,4
5728,儿时,9
5729,青梅竹马,3
5730,难以忘怀,1
5731,独立,5
5732,作人,2
5733,张小九,1
5734,追忆,1
5735,06年,6
5736,苏北,1
5737,县城,4
5738,北上,1
5739,求学,2
5740,硬卧,1
5741,硬座,3
5742,只好,8
5743,过道,1
5744,十二个小时,1
5745,十一岁,1
5746,小弄堂,1
5747,油菜花,1
5748,老屋,2
5749,院落,1
5750,伏卧,1
5751,黄狗,1
5752,19天,1
5753,来得及,10
5754,一面,9
5755,回到家,1
5756,遗照,1
5757,叩拜,1
5758,遗体,2
5759,噩梦,2
5760,手机号,3
5761,病痛,1
5762,放心不下,1
5763,2年前,3
5764,完事,1
5765,万事,1
5766,大吉,1
5767,迫不及待,2
5768,家乡,9
5769,造化,1
5770,弄,9
5771,空军,1
5772,招飞,1
5773,东北,3
5774,军校,3
5775,期间,7
5776,癌症,2
5777,晚期,2
5778,不孝,1
5779,走好,5
5780,溺爱,1
5781,票,10
5782,墓地,1
5783,最爱吃,1
5784,花生米,1
5785,临走前,1
5786,想见,5
5787,孙女,3
5788,笑笑,9
5789,两份,2
5790,炒面,1
5791,打包,2
5792,一分,6
5793,辣,9
5794,村上春树,4
5795,哪有人,1
5796,失望,12
5797,拆开,2
5798,看有,1
5799,走兽,1
5800,蚊蝇,1
5801,足以,7
5802,傍晚,5
5803,巷子,2
5804,口,6
5805,人味,1
5806,十足,1
5807,天性,1
5808,不宜,1
5809,交际,1
5810,多数场,1
5811,乏味,5
5812,忍受,2
5813,费劲,1
5814,独处,1
5815,轻松,3
5816,不累,3
5817,无需,1
5818,感到,12
5819,不安,4
5820,by,2
5821,周国平,1
5822,李小姐,2
5823,相顾,1
5824,无言,4
5825,想见见,1
5826,再见最后,1
5827,别来,2
5828,17岁,6
5829,27岁,3
5830,赵小姐,1
5831,拿出去,1
5832,装装,2
5833,张小姐,1
5834,长岛,5
5835,广岛,1
5836,一笔,3
5837,冰岛,1
5838,两笔,1
5839,潘帕斯,1
5840,风吟鸟,1
5841,下耳瘾,1
5842,五,10
5843,快活我傻傻,1
5844,制造,1
5845,偶遇,5
5846,迟到,7
5847,觉悟,1
5848,极限,3
5849,爱若,1
5850,受苦,1
5851,双十一,2
5852,糟心,1
5853,做自己,4
5854,大众,10
5855,死守,1
5856,某一,3
5857,形式,2
5858,这种样,1
5859,初心,4
5860,权益,2
5861,连创,1
5862,维护,1
5863,恐怕,3
5864,历历,1
5865,万乡,1
5866,自己人,1
5867,夕爷,3
5868,一个字,4
5869,2012年6月9号,1
5870,郑州站,1
5871,总共,1
5872,12个,2
5873,6句,1
5874,开到,2
5875,荼蘼,2
5876,跑着,2
5877,换装,1
5878,精灵,1
5879,16年前,1
5880,秒杀,2
5881,流行歌手,1
5882,无人,15
5883,破,9
5884,荼靡,1
5885,荼,1
5886,靡,1
5887,花期,1
5888,终结,2
5889,诗云,1
5890,荼靡花事,1
5891,无望,2
5892,特意,5
5893,齐秦,2
5894,袖手旁观,5
5895,NM,1
5896,心坎,1
5897,方法,4
5898,清亮,2
5899,人到,1
5900,回望,2
5901,坐看云起,1
5902,风轻云淡,1
5903,曾一鸣,1
5904,揪心,1
5905,述说,2
5906,追悔莫及,2
5907,一个故事,3
5908,资料,3
5909,调动,1
5910,gogoing,1
5911,能看到,9
5912,197天天,1
5913,天都,1
5914,好晚,1
5915,圣诞节,2
5916,精心,1
5917,就让,8
5918,如海,1
5919,独,3
5920,守,8
5921,懦弱,3
5922,好汉,2
5923,选长,1
5924,贱,1
5925,三年前,6
5926,偶然,13
5927,露骨,2
5928,绿帽子,2
5929,出轨,7
5930,最讨厌,2
5931,上世纪,1
5932,新生代,2
5933,什么叫,1
5934,苦情歌,2
5935,喧哗,1
5936,似是,2
5937,形成,2
5938,鲜明,2
5939,人情,2
5940,冷暖,2
5941,繁华,4
5942,皆如,1
5943,世中,1
5944,尽是,1
5945,欢呼,2
5946,尖叫,1
5947,绝望,8
5948,卖力,2
5949,时隔,3
5950,惨,2
5951,失语者,2
5952,Tanya,2
5953,呕心沥血,1
5954,融汇,1
5955,西方,2
5956,电子音乐,1
5957,多种,3
5958,元素,4
5959,保证,6
5960,我相信,10
5961,金曲歌后立帖为证,1
5962,心会,1
5963,疼忘不了,1
5964,必要性,1
5965,复合,7
5966,伤痕累累,1
5967,打住,1
5968,嗜爱,1
5969,控制不住,1
5970,贪婪,1
5971,这样子,1
5972,表走,1
5973,每一秒,1
5974,起码,7
5975,两次,3
5976,天真,12
5977,消遣,2
5978,无怨无悔,1
5979,赴,2
5980,三字言,1
5981,驯服,2
5982,开学,5
5983,醒了,7
5984,判别,1
5985,无可救药,1
5986,期盼,5
5987,沦陷,4
5988,Eason,2
5989,冷门歌,1
5990,辛弃疾,1
5991,相配,1
5992,清暖,1
5993,音色,5
5994,意象,3
5995,锵锵作响的决然和遗世独立的豁达不沾烟火气满满的我见青山多抚媚料青山见,1
5996,应,7
5997,1999年,2
5998,我的天,1
5999,我见青山多抚媚料青山见,1
6000,谢霆锋,2
6001,脑袋,7
6002,进水,2
6003,有感,1
6004,另一个人,4
6005,中南,1
6006,微声音,1
6007,礼堂,3
6008,椅子,3
6009,吖,1
6010,学姐,4
6011,半个月,8
6012,审核,1
6013,啦啦,10
6014,陆续,3
6015,上来,5
6016,房东,4
6017,即可,3
6018,便便,1
6019,叫做,17
6020,秋酿,1
6021,猫花粥,1
6022,张悬Jam,1
6023,李志,1
6024,丢,8
6025,隔壁团,2
6026,摘,4
6027,丢了,4
6028,5s,1
6029,6plus,1
6030,很高兴,4
6031,爱慕,3
6032,异性,5
6033,高兴,11
6034,无可替代,1
6035,千金,1
6036,牡蛎,1
6037,尝试,8
6038,丢下,2
6039,壳,1
6040,友情,10
6041,告别,7
6042,谢幕,1
6043,诗人,9
6044,笔,5
6045,相机,1
6046,热茶,1
6047,放走,1
6048,蒸汽,1
6049,吾爱,2
6050,人心,6
6051,不需,1
6052,印证,3
6053,想家,1
6054,泥土,1
6055,生长,4
6056,道别,1
6057,live,4
6058,嗔怪,1
6059,诶,5
6060,齐声,1
6061,惺惺相惜,1
6062,侥幸,2
6063,所得,1
6064,淡然处之,1
6065,卡百利,1
6066,ct,1
6067,窦唯,12
6068,极品,1
6069,约克,1
6070,类似,3
6071,笑掉,1
6072,大牙,2
6073,多变,1
6074,时期,8
6075,别以为,2
6076,大言不惭,1
6077,当公知了,1
6078,成就,3
6079,冒犯,1
6080,迷词,1
6081,理性,3
6082,锦上添花,2
6083,押韵,2
6084,不在话下,1
6085,牡丹花好美玫瑰花好美而是爆米花好美说明体会,1
6086,深邃,1
6087,难度,3
6088,试想,1
6089,一对,5
6090,恋人,11
6091,爆米花,2
6092,桶,2
6093,看电影,4
6094,无止境,1
6095,低,11
6096,不可一世,2
6097,1997年,2
6098,全国,8
6099,太软,1
6100,菲,2
6101,rock,1
6102,过时,4
6103,七八岁,2
6104,一个女人,9
6105,湖南,1
6106,口音,3
6107,森魔人,1
6108,回荡,2
6109,姐,9
6110,结缘,1
6111,一个晚上,2
6112,20多瓶,1
6113,啤酒,3
6114,静静,14
6115,闭,2
6116,着眼,1
6117,卫生,1
6118,打扫,1
6119,楼梯,1
6120,钥匙,5
6121,流眼泪,4
6122,更可怕,1
6123,凤凰花,1
6124,两季,1
6125,一季,3
6126,老生,1
6127,杀,8
6128,炫耀,6
6129,感叹号,2
6130,狂躁,1
6131,厦门,2
6132,青旅,3
6133,豪请,2
6134,告诉他,6
6135,患得患失,1
6136,有礼貌,2
6137,用钱,1
6138,怀,2
6139,亲昵,2
6140,感恩之心,1
6141,博爱,1
6142,之间,19
6143,亲戚,4
6144,为重,2
6145,烂醉,1
6146,喝不醉,1
6147,宫崎骏,2
6148,无能为力,8
6149,超级既视感,1
6150,乱七八糟,3
6151,妆,4
6152,很无奈,1
6153,安慰,12
6154,两情相悦,1
6155,乖快,1
6156,昨晚,10
6157,打车,2
6158,师傅,13
6159,小哥,6
6160,听动力,1
6161,接到,7
6162,上车,4
6163,一下下,1
6164,红绿灯,1
6165,方向盘,1
6166,右边,2
6167,发呆,5
6168,绿灯,2
6169,出神,1
6170,走感觉,2
6171,击中,2
6172,胡杨林,1
6173,清华大学,1
6174,宽广,1
6175,平实,1
6176,依靠,4
6177,头一次,1
6178,搂,2
6179,一步一步,6
6180,台阶,4
6181,大约,3
6182,吃力,2
6183,异样,4
6184,四少静琬,1
6185,世间,11
6186,这天下,1
6187,前来,1
6188,两部,1
6189,民国,3
6190,来不及说,1
6191,凤穿牡丹,1
6192,李小冉,1
6193,调音师,5
6194,粉丝们,4
6195,葫芦岛,3
6196,歌神,6
6197,青铜我就打上黄金你是黄金我就打上钻石你是钻石我就打上王者你是王者我,1
6198,打进,1
6199,外设,3
6200,小智,2
6201,倒闭,2
6202,汪八蛋,2
6203,杨丰智,2
6204,吃喝,1
6205,剽赌,1
6206,欠,11
6207,35个亿,1
6208,堂姐,1
6209,办法,9
6210,抵,5
6211,工资,10
6212,原价,1
6213,200300,1
6214,通通,2
6215,20块,2
6216,辛辛苦,1
6217,苦干,1
6218,不发,3
6219,血汗钱,1
6220,对话,2
6221,微微,3
6222,一笑点一点头,1
6223,lol,1
6224,一线,3
6225,存钱,4
6226,名牌,3
6227,包包,4
6228,拿去,3
6229,专柜,2
6230,验,2
6231,有钱,9
6232,大排档,5
6233,忘送,2
6234,生日礼物,3
6235,体谅,7
6236,洗衣,2
6237,做饭,3
6238,太平,2
6239,无理,2
6240,取闹,2
6241,现蜗居,1
6242,技工,1
6243,外号,1
6244,李铁牛,1
6245,先生,3
6246,零点,1
6247,乐队,16
6248,顺遂,1
6249,嫌隙,1
6250,鼓足,1
6251,勇气,25
6252,欲绝转身,1
6253,对她说,6
6254,爱不爱,1
6255,破涕为笑,1
6256,爱不爱我不爱,1
6257,六根,1
6258,清净,1
6259,东西人,1
6260,入戏,7
6261,人鱼,1
6262,传说,4
6263,美人,3
6264,林凡,2
6265,心静,1
6266,小莲,2
6267,98年,1
6268,美人鱼,5
6269,小莲好美,1
6270,很奇怪,5
6271,徐怀钰,1
6272,郭晋安,1
6273,数学,4
6274,广播体操,2
6275,走过,15
6276,戏剧性,1
6277,谈话,2
6278,泪眼,2
6279,可怜,5
6280,真心话,1
6281,班会,2
6282,代表作,3
6283,无可,4
6284,挑剔,3
6285,深夜,19
6286,戴,3
6287,萧煌奇,2
6288,煌奇,1
6289,证明眼,1
6290,联想,2
6291,歌者,4
6292,落雪,1
6293,季节,2
6294,车轮,1
6295,车轨,1
6296,拥,4
6297,人儿,2
6298,在风中,1
6299,苦苦,2
6300,支撑,2
6301,天际,2
6302,影,1
6303,渐,3
6304,一端,1
6305,遥不可及奈何,1
6306,死不渝,2
6307,烂,12
6308,激起,1
6309,末班车,1
6310,没几天,2
6311,沉重,2
6312,不易,5
6313,活且珍惜,1
6314,往事,8
6315,下酒,1
6316,宿醉,3
6317,讲道理,2
6318,红灯,1
6319,一等,4
6320,诚恳,3
6321,大发现,1
6322,考虑,10
6323,外在,2
6324,条件,6
6325,居无,1
6326,定所,1
6327,不要不要,3
6328,泡菜,1
6329,国,5
6330,一个礼拜,1
6331,腻,8
6332,许美静,2
6333,新鲜,2
6334,多汁,1
6335,耐,4
6336,耐看,2
6337,耐交,1
6338,越发,3
6339,现别,1
6340,洞天,1
6341,欢喜,4
6342,打着,6
6343,瞌睡,2
6344,带回,1
6345,多年前,2
6346,拿到,8
6347,华为,4
6348,offer,2
6349,研究生,5
6350,录取通知书,2
6351,香港中路,1
6352,一夜,13
6353,第一场,4
6354,打雪仗,1
6355,相隔,4
6356,2158公里,1
6357,人妻,2
6358,收音机,5
6359,13年,7
6360,舟山,1
6361,海,8
6362,了却,1
6363,的士,1
6364,流年,2
6365,求婚,9
6366,好在,2
6367,怨气,1
6368,骗,14
6369,染色,2
6370,赢得,4
6371,喜爱,7
6372,快捷,2
6373,深渊,1
6374,推,10
6375,准保,1
6376,愿我如星君如月夜夜,1
6377,皎洁,1
6378,前夜,1
6379,半宿,1
6380,场口,1
6381,观音桥,1
6382,伯伯,1
6383,橘,1
6384,汽水,1
6385,火锅,4
6386,VCD,2
6387,影碟,1
6388,铺,1
6389,前两天,5
6390,哭泣,4
6391,这两句,3
6392,细节,7
6393,独自,14
6394,打拼,4
6395,行情,1
6396,赔,3
6397,争气,3
6398,对外,2
6399,面子,4
6400,傲,3
6401,受过,4
6402,哭诉,1
6403,熊样,1
6404,啪嗒,1
6405,啪,15
6406,憋屈,2
6407,屁,7
6408,情对爱,1
6409,亏欠,1
6410,邻,1
6411,冤,1
6412,经得住,1
6413,考验,3
6414,魔力,2
6415,噁心,1
6416,商业化,2
6417,不分,1
6418,高下,1
6419,相互,13
6420,媲美,1
6421,天籁,1
6422,天上,5
6423,触及,1
6424,地上,6
6425,转身,6
6426,一段话,3
6427,来源于,2
6428,满格,1
6429,电量,1
6430,过马路,3
6431,路口,4
6432,出门,8
6433,随身携带,2
6434,身份证,1
6435,现金,1
6436,银行卡,1
6437,常备,1
6438,纸巾,1
6439,卫生棉,1
6440,按时,2
6441,做好,3
6442,看病,1
6443,打针,1
6444,吃药,1
6445,半小时,1
6446,在一起晚点,1
6447,无所谓,2
6448,王若琳,2
6449,民国时期,1
6450,老式,2
6451,唱片机,2
6452,夜幕,2
6453,细雨,2
6454,霏霏,1
6455,针,2
6456,缓缓,9
6457,转动,1
6458,摄人心魄,1
6459,流淌,2
6460,空旷,2
6461,华丽,4
6462,大厅,1
6463,无须,1
6464,姣好,1
6465,面容,1
6466,无须劲歌,1
6467,热舞,1
6468,仅仅,4
6469,隽永,1
6470,仅靠,1
6471,征服,3
6472,Adel,1
6473,现已,3
6474,加入,7
6475,跪,5
6476,豪华,3
6477,午餐,2
6478,看望,2
6479,床头,1
6480,卫生间,2
6481,粉底液,1
6482,更衣室,1
6483,白衬衫,1
6484,夹杂,1
6485,白裙,1
6486,副,3
6487,无一,1
6488,应酬,1
6489,归来,7
6490,大步,2
6491,靠近,14
6492,握住,2
6493,程序,3
6494,圈圈,4
6495,折服,2
6496,万能,2
6497,盘旋,1
6498,纠结,4
6499,换来,4
6500,谢谢你的圈圈圈圈了你的潇洒与冒险圈圈了我的碧海蓝天,1
6501,原来说,1
6502,荡,1
6503,秋千,1
6504,别问,3
6505,关荡秋千,1
6506,海派,1
6507,甜心,1
6508,达浪,1
6509,宝珠,1
6510,二十五,1
6511,新年,2
6512,办公室,9
6513,大走路,1
6514,高跟鞋,6
6515,化,5
6516,变化,4
6517,20几天,1
6518,年少时,4
6519,盖世英雄,1
6520,人中,2
6521,傻白甜,2
6522,温馨,3
6523,知足,1
6524,罗志祥,2
6525,潘玮柏,13
6526,贺军翔,1
6527,半路,2
6528,惊世骇俗,1
6529,香菇头,1
6530,八百次,1
6531,报告,1
6532,粉红顽皮豹,1
6533,心目,1
6534,梁静茹,8
6535,葫芦娃,1
6536,陶醉,1
6537,相见,10
6538,小手,3
6539,大手,2
6540,谈过恋爱,1
6541,宁夏回族自治区政府,1
6542,贺电,1
6543,热烈,3
6544,祝贺,1
6545,首发,6
6546,克卜勒定律,1
6547,众多,3
6548,孤星,2
6549,晚一点,2
6550,没关系,6
6551,2002年,3
6552,F4,3
6553,燕姿,10
6554,转学,3
6555,沙子,1
6556,心安理得爱屋及乌,1
6557,未曾,2
6558,宝宝,13
6559,東西,1
6560,大衣,3
6561,克卜勒,1
6562,天文学家,1
6563,JohannesKepler,1
6564,命名,2
6565,超新星,1
6566,四百年,1
6567,白天,4
6568,肉眼,1
6569,聪明,6
6570,格外,6
6571,升,1
6572,潮水,1
6573,退去,1
6574,藏,9
6575,满天,2
6576,星光,1
6577,花花绿绿,1
6578,保安,1
6579,包围,4
6580,往前走时,1
6581,东西边,1
6582,走边,1
6583,铆钉,1
6584,长靴,1
6585,匡威,1
6586,煽情,3
6587,星海,1
6588,皱纹,1
6589,休息室,1
6590,切,8
6591,场外,1
6592,歌迷,11
6593,张小杰,1
6594,兵荒马乱,1
6595,北京,30
6596,缺少,2
6597,苦楚,1
6598,这么少,1
6599,调子,5
6600,千言万语,1
6601,越来越好,7
6602,才会,9
6603,出租车,3
6604,漏,1
6605,安排,4
6606,说出,5
6607,煜煜,1
6608,生辉,1
6609,夏日,3
6610,午夜,1
6611,洁白,2
6612,窗口,2
6613,洒满,1
6614,懵懂,3
6615,久久,3
6616,睡去,1
6617,中秋,3
6618,吃了饭,1
6619,吃完饭,1
6620,孔明灯,1
6621,摇摇晃晃,1
6622,飞了,1
6623,件,8
6624,灯纸,1
6625,染红,1
6626,外衫,1
6627,团圆,1
6628,清夜忽醒半枕黄粱独忆往昔,1
6629,飘扬,1
6630,韶光,1
6631,催人,1
6632,姣容杳杳,1
6633,空留,1
6634,残,1
6635,怅,1
6636,惘,1
6637,丁磊,1
6638,财务部,1
6639,结,12
6640,冲着,3
6641,磊哥,1
6642,销魂,1
6643,必需,1
6644,网,1
6645,易,3
6646,王8蛋,2
6647,吃吃,3
6648,吃吃喝,1
6649,嫖,1
6650,赌,2
6651,88个,1
6652,亿,2
6653,小姨子,2
6654,小媳妇,1
6655,小舅子,1
6656,姑父,1
6657,姨妈舅舅,1
6658,外公,5
6659,婶子,1
6660,姐夫,4
6661,应聘,1
6662,游戏,14
6663,猜名,1
6664,上铺,3
6665,倒是,5
6666,接力式,1
6667,唱法,7
6668,学渣,4
6669,我本以为,1
6670,偷偷看,6
6671,奈何,3
6672,底子,1
6673,985,2
6674,一本,6
6675,两首歌,3
6676,一首期,1
6677,卡布罗集市,1
6678,猴子,4
6679,大哭一拖再拖,1
6680,猴年,1
6681,快要,7
6682,董子龙,2
6683,调侃,3
6684,鸡仔,1
6685,催生,1
6686,十二生肖,2
